,malaria_cases,malaria_death,gdp_per_cap,gov_consumption,exports,imports
malaria_cases,1.000000000000000,0.970204411752123,-0.173357505826856,-0.028312359506117,-0.037748756383227,-0.038945641022222
malaria_death,0.970204411752123,1.000000000000000,-0.196805365718130,-0.039481880025736,-0.046761399822562,-0.048046004342041
gdp_per_cap,-0.173357505826856,-0.196805365718130,1.000000000000000,0.001454946535809,-0.014249997831103,-0.016386923342539
gov_consumption,-0.028312359506117,-0.039481880025736,0.001454946535809,1.000000000000000,0.862660478365215,0.864653509054446
exports,-0.037748756383227,-0.046761399822562,-0.014249997831103,0.862660478365215,1.000000000000000,0.999150289757157
imports,-0.038945641022222,-0.048046004342041,-0.016386923342539,0.864653509054446,0.999150289757157,1.000000000000000
