,malaria_cases,malaria_death,gdp_per_cap,gov_consumption,exports,imports
malaria_cases,1.000000000000000,0.961397919106180,0.584060132813403,0.268077691966822,0.433999742227466,0.218677660305327
malaria_death,0.961397919106180,1.000000000000000,0.484294300849964,0.184545592506933,0.356933876075856,0.130492183948776
gdp_per_cap,0.584060132813403,0.484294300849964,1.000000000000000,0.331814572961824,0.371657454813342,0.198917982599969
gov_consumption,0.268077691966822,0.184545592506933,0.331814572961824,1.000000000000000,0.941130579788364,0.943024095110343
exports,0.433999742227466,0.356933876075856,0.371657454813342,0.941130579788364,1.000000000000000,0.940005696724406
imports,0.218677660305327,0.130492183948776,0.198917982599969,0.943024095110343,0.940005696724406,1.000000000000000
